Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       4/12          pRPL::Cellspace::_checkGDALSettings(GDALDataset*, int, pRPL::CellCoord const*, pRPL::CoordBR const*, bool) const [923]
                0.00    0.00       6/12          pRPL::Cellspace::readGDALData(GDALDataset*, int, pRPL::CellCoord const*, bool) [1187]
[463]    0.0    0.00    0.00      12         pRPL::CellspaceInfo::nRows() const [463]
                0.00    0.00      12/63          pRPL::SpaceDims::nRows() const [108]
-----------------------------------------------
                0.00    0.00      12/12          pRPL::CellspaceInfo::size() const [462]
[464]    0.0    0.00    0.00      12         pRPL::SpaceDims::size() const [464]
-----------------------------------------------
                0.00    0.00       4/12          __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [878]
                0.00    0.00       8/12          std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [649]
[465]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [465]
-----------------------------------------------
                0.00    0.00       2/12          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [1527]
                0.00    0.00      10/12          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [508]
[466]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [466]
-----------------------------------------------
                0.00    0.00       2/12          std::vector<pRPL::WeightedCellCoord, std::allocator<pRPL::WeightedCellCoord> >::vector(std::vector<pRPL::WeightedCellCoord, std::allocator<pRPL::WeightedCellCoord> > const&) [1552]
                0.00    0.00      10/12          std::vector<pRPL::WeightedCellCoord, std::allocator<pRPL::WeightedCellCoord> >::max_size() const [517]
[467]    0.0    0.00    0.00      12         std::_Vector_base<pRPL::WeightedCellCoord, std::allocator<pRPL::WeightedCellCoord> >::_M_get_Tp_allocator() const [467]
-----------------------------------------------
                0.00    0.00       1/12          std::vector<_cl_device_id*, std::allocator<_cl_device_id*> >::_M_move_assign(std::vector<_cl_device_id*, std::allocator<_cl_device_id*> >&&, std::integral_constant<bool, true>) [2332]
                0.00    0.00       4/12          std::vector<_cl_device_id*, std::allocator<_cl_device_id*> >::vector(std::vector<_cl_device_id*, std::allocator<_cl_device_id*> > const&) [1040]
                0.00    0.00       7/12          std::_Vector_base<_cl_device_id*, std::allocator<_cl_device_id*> >::_Vector_impl::~_Vector_impl() [719]
[468]    0.0    0.00    0.00      12         std::allocator<_cl_device_id*>::~allocator() [468]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<_cl_device_id*>::~new_allocator() [453]
-----------------------------------------------
                0.00    0.00       4/12          std::__cxx11::list<pRPL::SubCellspace, std::allocator<pRPL::SubCellspace> >::list(std::__cxx11::list<pRPL::SubCellspace, std::allocator<pRPL::SubCellspace> > const&) [1072]
                0.00    0.00       8/12          std::__cxx11::_List_base<pRPL::SubCellspace, std::allocator<pRPL::SubCellspace> >::_List_impl::~_List_impl() [666]
[469]    0.0    0.00    0.00      12         std::allocator<std::_List_node<pRPL::SubCellspace> >::~allocator() [469]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<pRPL::SubCellspace> >::~new_allocator() [454]
-----------------------------------------------
                0.00    0.00       4/12          std::__cxx11::list<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> >::list(std::__cxx11::list<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> > const&) [1078]
                0.00    0.00       8/12          std::__cxx11::_List_base<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> >::_List_impl::~_List_impl() [669]
[470]    0.0    0.00    0.00      12         std::allocator<std::_List_node<pRPL::CellspaceInfo> >::~allocator() [470]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<pRPL::CellspaceInfo> >::~new_allocator() [455]
-----------------------------------------------
                0.00    0.00       4/12          std::__cxx11::list<pRPL::SubCellspaceInfo, std::allocator<pRPL::SubCellspaceInfo> >::list(std::__cxx11::list<pRPL::SubCellspaceInfo, std::allocator<pRPL::SubCellspaceInfo> > const&) [1085]
                0.00    0.00       8/12          std::__cxx11::_List_base<pRPL::SubCellspaceInfo, std::allocator<pRPL::SubCellspaceInfo> >::_List_impl::~_List_impl() [672]
[471]    0.0    0.00    0.00      12         std::allocator<std::_List_node<pRPL::SubCellspaceInfo> >::~allocator() [471]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<pRPL::SubCellspaceInfo> >::~new_allocator() [456]
-----------------------------------------------
                0.00    0.00       4/12          std::__cxx11::_List_base<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> >::_M_clear() [348]
                0.00    0.00       4/12          std::_List_iterator<pRPL::CellspaceInfo>::operator*() const [935]
                0.00    0.00       4/12          std::_List_node<pRPL::CellspaceInfo>* std::__cxx11::list<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> >::_M_create_node<pRPL::CellspaceInfo>(pRPL::CellspaceInfo&&) [1073]
[472]    0.0    0.00    0.00      12         std::_List_node<pRPL::CellspaceInfo>::_M_valptr() [472]
                0.00    0.00      12/12          __gnu_cxx::__aligned_membuf<pRPL::CellspaceInfo>::_M_ptr() [457]
-----------------------------------------------
                0.00    0.00       4/12          std::__cxx11::list<pRPL::SubCellspaceInfo, std::allocator<pRPL::SubCellspaceInfo> >::begin() [1082]
                0.00    0.00       8/12          std::__cxx11::list<pRPL::SubCellspaceInfo, std::allocator<pRPL::SubCellspaceInfo> >::end() [679]
[473]    0.0    0.00    0.00      12         std::_List_iterator<pRPL::SubCellspaceInfo>::_List_iterator(std::__detail::_List_node_base*) [473]
-----------------------------------------------
                0.00    0.00       2/12          std::_Rb_tree<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<int const, std::vector<int, std::allocator<int> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, std::vector<int, std::allocator<int> > > > const*, std::_Rb_tree_node_base const*, int const&) const [1411]
                0.00    0.00       3/12          std::_Rb_tree<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<int const, std::vector<int, std::allocator<int> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > > >::begin() const [1245]
                0.00    0.00       7/12          std::_Rb_tree<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<int const, std::vector<int, std::allocator<int> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > > >::end() const [716]
[474]    0.0    0.00    0.00      12         std::_Rb_tree_const_iterator<std::pair<int const, std::vector<int, std::allocator<int> > > >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [474]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<pRPL::TransferInfo, std::allocator<pRPL::TransferInfo> >::clear() [476]
[475]    0.0    0.00    0.00      12         std::vector<pRPL::TransferInfo, std::allocator<pRPL::TransferInfo> >::_M_erase_at_end(pRPL::TransferInfo*) [475]
                0.00    0.00      12/15          std::_Vector_base<pRPL::TransferInfo, std::allocator<pRPL::TransferInfo> >::_M_get_Tp_allocator() [412]
                0.00    0.00      12/15          void std::_Destroy<pRPL::TransferInfo*, pRPL::TransferInfo>(pRPL::TransferInfo*, pRPL::TransferInfo*, std::allocator<pRPL::TransferInfo>&) [417]
-----------------------------------------------
                0.00    0.00      12/12          pRPL::DataManager::_clearTransfSpaceReqs() [853]
[476]    0.0    0.00    0.00      12         std::vector<pRPL::TransferInfo, std::allocator<pRPL::TransferInfo> >::clear() [476]
                0.00    0.00      12/12          std::vector<pRPL::TransferInfo, std::allocator<pRPL::TransferInfo> >::_M_erase_at_end(pRPL::TransferInfo*) [475]
-----------------------------------------------
                0.00    0.00       2/12          pRPL::Transition::addOutputLyr(char const*, bool) [1717]
                0.00    0.00       4/12          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1037]
                0.00    0.00       6/12          pRPL::Transition::addInputLyr(char const*, bool) [1169]
[477]    0.0    0.00    0.00      12         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [477]
                0.00    0.00      12/20          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&) [340]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<ompi_request_t*, std::allocator<ompi_request_t*> >::clear() [479]
[478]    0.0    0.00    0.00      12         std::vector<ompi_request_t*, std::allocator<ompi_request_t*> >::_M_erase_at_end(ompi_request_t**) [478]
                0.00    0.00      12/17          std::_Vector_base<ompi_request_t*, std::allocator<ompi_request_t*> >::_M_get_Tp_allocator() [367]
                0.00    0.00      12/17          void std::_Destroy<ompi_request_t**, ompi_request_t*>(ompi_request_t**, ompi_request_t**, std::allocator<ompi_request_t*>&) [378]
-----------------------------------------------
                0.00    0.00      12/12          pRPL::DataManager::_clearTransfSpaceReqs() [853]
[479]    0.0    0.00    0.00      12         std::vector<ompi_request_t*, std::allocator<ompi_request_t*> >::clear() [479]
                0.00    0.00      12/12          std::vector<ompi_request_t*, std::allocator<ompi_request_t*> >::_M_erase_at_end(ompi_request_t**) [478]
-----------------------------------------------
                0.00    0.00      12/12          pRPL::Layer::clearSubCellspaces() [450]
[480]    0.0    0.00    0.00      12         std::__cxx11::list<pRPL::SubCellspace, std::allocator<pRPL::SubCellspace> >::clear() [480]
                0.00    0.00      12/20          std::__cxx11::_List_base<pRPL::SubCellspace, std::allocator<pRPL::SubCellspace> >::_M_init() [344]
                0.00    0.00      12/20          std::__cxx11::_List_base<pRPL::SubCellspace, std::allocator<pRPL::SubCellspace> >::_M_clear() [345]
-----------------------------------------------
                0.00    0.00      12/12          pRPL::Layer::clearSubCellspaces() [450]
[481]    0.0    0.00    0.00      12         std::__cxx11::list<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> >::clear() [481]
                0.00    0.00      12/20          std::__cxx11::_List_base<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> >::_M_init() [347]
                0.00    0.00      12/20          std::__cxx11::_List_base<pRPL::CellspaceInfo, std::allocator<pRPL::CellspaceInfo> >::_M_clear() [348]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [974]
[482]    0.0    0.00    0.00      12         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int*> >, std::is_move_constructible<int*>, std::is_move_assignable<int*> >::value, void>::type std::swap<int*>(int*&, int*&) [482]
                0.00    0.00      36/36          std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [190]
-----------------------------------------------
                0.00    0.00       2/12          std::tuple<spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::tuple<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>, true>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>&&) [1548]
                0.00    0.00       2/12          std::_Tuple_impl<0ul, spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::_Tuple_impl<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>, void>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>&&) [1467]
                0.00    0.00       2/12          std::tuple<spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::tuple<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>, true>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>&&) [1547]
                0.00    0.00       2/12          std::_Tuple_impl<0ul, spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::_Tuple_impl<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>, void>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>&&) [1468]
                0.00    0.00       4/12          std::_Head_base<0ul, spdlog::details::flag_formatter*, false>::_Head_base<spdlog::details::flag_formatter*&>(spdlog::details::flag_formatter*&) [958]
[483]    0.0    0.00    0.00      12         spdlog::details::flag_formatter*& std::forward<spdlog::details::flag_formatter*&>(std::remove_reference<spdlog::details::flag_formatter*&>::type&) [483]
-----------------------------------------------
                0.00    0.00       1/12          void spdlog::info<int&, unsigned long&>(fmt::v8::basic_format_string<char, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<unsigned long&>::type>, int&, unsigned long&) [1818]
                0.00    0.00       1/12          void spdlog::logger::info<int&, unsigned long&>(fmt::v8::basic_format_string<char, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<unsigned long&>::type>, int&, unsigned long&) [1873]
                0.00    0.00       1/12          void spdlog::logger::log<int&, unsigned long&>(spdlog::level::level_enum, fmt::v8::basic_format_string<char, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<unsigned long&>::type>, int&, unsigned long&) [1855]
                0.00    0.00       1/12          void spdlog::logger::log<int&, unsigned long&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_format_string<char, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<unsigned long&>::type>, int&, unsigned long&) [1854]
                0.00    0.00       2/12          void spdlog::info<unsigned long&, unsigned long&, int&, int&>(fmt::v8::basic_format_string<char, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<int&>::type>, unsigned long&, unsigned long&, int&, int&) [1820]
                0.00    0.00       2/12          void spdlog::logger::info<unsigned long&, unsigned long&, int&, int&>(fmt::v8::basic_format_string<char, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<int&>::type>, unsigned long&, unsigned long&, int&, int&) [1875]
                0.00    0.00       2/12          void spdlog::logger::log<unsigned long&, unsigned long&, int&, int&>(spdlog::level::level_enum, fmt::v8::basic_format_string<char, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<int&>::type>, unsigned long&, unsigned long&, int&, int&) [1859]
                0.00    0.00       2/12          void spdlog::logger::log<unsigned long&, unsigned long&, int&, int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_format_string<char, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<unsigned long&>::type, fmt::v8::type_identity<int&>::type, fmt::v8::type_identity<int&>::type>, unsigned long&, unsigned long&, int&, int&) [1858]
[484]    0.0    0.00    0.00      12         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [484]
-----------------------------------------------
                0.00    0.00       2/12          std::unique_ptr<spdlog::details::flag_formatter, std::default_delete<spdlog::details::flag_formatter> >::unique_ptr(std::unique_ptr<spdlog::details::flag_formatter, std::default_delete<spdlog::details::flag_formatter> >&&) [1460]
                0.00    0.00       2/12          std::__uniq_ptr_impl<spdlog::details::flag_formatter, std::default_delete<spdlog::details::flag_formatter> >::__uniq_ptr_impl<std::default_delete<spdlog::details::flag_formatter> >(spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter>&&) [1515]
                0.00    0.00       2/12          std::tuple<spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::tuple<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>, true>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>&&) [1547]
                0.00    0.00       2/12          std::_Tuple_impl<0ul, spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::_Tuple_impl<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>, void>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::flag_formatter>&&) [1468]
                0.00    0.00       2/12          std::_Tuple_impl<1ul, std::default_delete<spdlog::details::flag_formatter> >::_Tuple_impl<std::default_delete<spdlog::details::flag_formatter> >(std::default_delete<spdlog::details::flag_formatter>&&) [1475]
                0.00    0.00       2/12          std::_Head_base<1ul, std::default_delete<spdlog::details::flag_formatter>, true>::_Head_base<std::default_delete<spdlog::details::flag_formatter> >(std::default_delete<spdlog::details::flag_formatter>&&) [1453]
[485]    0.0    0.00    0.00      12         std::default_delete<spdlog::details::flag_formatter>&& std::forward<std::default_delete<spdlog::details::flag_formatter> >(std::remove_reference<std::default_delete<spdlog::details::flag_formatter> >::type&) [485]
-----------------------------------------------
                0.00    0.00       2/12          std::unique_ptr<spdlog::details::flag_formatter, std::default_delete<spdlog::details::flag_formatter> >::unique_ptr<spdlog::details::full_formatter, std::default_delete<spdlog::details::full_formatter>, void>(std::unique_ptr<spdlog::details::full_formatter, std::default_delete<spdlog::details::full_formatter> >&&) [1459]
                0.00    0.00       2/12          std::__uniq_ptr_impl<spdlog::details::flag_formatter, std::default_delete<spdlog::details::flag_formatter> >::__uniq_ptr_impl<std::default_delete<spdlog::details::full_formatter> >(spdlog::details::flag_formatter*, std::default_delete<spdlog::details::full_formatter>&&) [1514]
                0.00    0.00       2/12          std::tuple<spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::tuple<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>, true>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>&&) [1548]
                0.00    0.00       2/12          std::_Tuple_impl<0ul, spdlog::details::flag_formatter*, std::default_delete<spdlog::details::flag_formatter> >::_Tuple_impl<spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>, void>(spdlog::details::flag_formatter*&, std::default_delete<spdlog::details::full_formatter>&&) [1467]
                0.00    0.00       2/12          std::_Tuple_impl<1ul, std::default_delete<spdlog::details::flag_formatter> >::_Tuple_impl<std::default_delete<spdlog::details::full_formatter> >(std::default_delete<spdlog::details::full_formatter>&&) [1474]
                0.00    0.00       2/12          std::_Head_base<1ul, std::default_delete<spdlog::details::flag_formatter>, true>::_Head_base<std::default_delete<spdlog::details::full_formatter> >(std::default_delete<spdlog::details::full_formatter>&&) [1452]
[486]    0.0    0.00    0.00      12         std::default_delete<spdlog::details::full_formatter>&& std::forward<std::default_delete<spdlog::details::full_formatter> >(std::remove_reference<std::default_delete<spdlog::details::full_formatter> >::type&) [486]
-----------------------------------------------
                0.00    0.00       3/12          void spdlog::info<double>(fmt::v8::basic_format_string<char, fmt::v8::type_identity<double>::type>, double&&) [1190]
                0.00    0.00       3/12          void spdlog::logger::info<double>(fmt::v8::basic_format_string<char, fmt::v8::type_identity<double>::type>, double&&) [1196]
                0.00    0.00       3/12          void spdlog::logger::log<double>(spdlog::level::level_enum, fmt::v8::basic_format_string<char, fmt::v8::type_identity<double>::type>, double&&) [1194]
                0.00    0.00       3/12          void spdlog::logger::log<double>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_format_string<char, fmt::v8::type_identity<double>::type>, double&&) [1193]
[487]    0.0    0.00    0.00      12         double&& std::forward<double>(std::remove_reference<double>::type&) [487]
-----------------------------------------------
                0.00    0.00      11/11          fmt::v8::detail::vformat_to<char>(fmt::v8::detail::buffer<char>&, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<std::conditional<std::is_same<fmt::v8::type_identity<char>::type, char>::value, fmt::v8::appender, std::back_insert_iterator<fmt::v8::detail::buffer<fmt::v8::type_identity<char>::type> > >::type, fmt::v8::type_identity<char>::type> >, fmt::v8::detail::locale_ref)::format_handler::format_handler(fmt::v8::appender, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<fmt::v8::appender, char> >, fmt::v8::detail::locale_ref) [505]
[488]    0.0    0.00    0.00      11         fmt::v8::basic_format_context<fmt::v8::appender, char>::basic_format_context(fmt::v8::appender, fmt::v8::basic_format_args<fmt::v8::basic_format_context<fmt::v8::appender, char> >, fmt::v8::detail::locale_ref) [488]
-----------------------------------------------
                0.00    0.00      11/11          fmt::v8::detail::vformat_to<char>(fmt::v8::detail::buffer<char>&, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<std::conditional<std::is_same<fmt::v8::type_identity<char>::type, char>::value, fmt::v8::appender, std::back_insert_iterator<fmt::v8::detail::buffer<fmt::v8::type_identity<char>::type> > >::type, fmt::v8::type_identity<char>::type> >, fmt::v8::detail::locale_ref)::format_handler::format_handler(fmt::v8::appender, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<fmt::v8::appender, char> >, fmt::v8::detail::locale_ref) [505]
[489]    0.0    0.00    0.00      11         fmt::v8::basic_format_parse_context<char, fmt::v8::detail::error_handler>::basic_format_parse_context(fmt::v8::basic_string_view<char>, fmt::v8::detail::error_handler, int) [489]
-----------------------------------------------
                0.00    0.00       1/11          void spdlog::logger::log_<unsigned int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, unsigned int&) [1879]
                0.00    0.00       1/11          void spdlog::logger::log_<int&, unsigned int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&, unsigned int&) [1877]
                0.00    0.00       1/11          void spdlog::logger::log_<int&, unsigned long&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&, unsigned long&) [1878]
                0.00    0.00       1/11          void spdlog::logger::log_<int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&) [1876]
                0.00    0.00       1/11          void spdlog::logger::log_<unsigned long&, unsigned long&, int&, int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, unsigned long&, unsigned long&, int&, int&) [1880]
                0.00    0.00       3/11          void spdlog::logger::log_<double>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, double&&) [1198]
                0.00    0.00       3/11          void spdlog::logger::log_<int&, int&, int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&, int&, int&) [1197]
[490]    0.0    0.00    0.00      11         fmt::v8::detail::locale_ref::locale_ref() [490]
-----------------------------------------------
                0.00    0.00       1/11          void spdlog::logger::log_<unsigned int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, unsigned int&) [1879]
                0.00    0.00       1/11          void spdlog::logger::log_<int&, unsigned int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&, unsigned int&) [1877]
                0.00    0.00       1/11          void spdlog::logger::log_<int&, unsigned long&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&, unsigned long&) [1878]
                0.00    0.00       1/11          void spdlog::logger::log_<int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&) [1876]
                0.00    0.00       1/11          void spdlog::logger::log_<unsigned long&, unsigned long&, int&, int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, unsigned long&, unsigned long&, int&, int&) [1880]
                0.00    0.00       3/11          void spdlog::logger::log_<double>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, double&&) [1198]
                0.00    0.00       3/11          void spdlog::logger::log_<int&, int&, int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v8::basic_string_view<char>, int&, int&, int&) [1197]
[491]    0.0    0.00    0.00      11         void fmt::v8::detail::vformat_to<char>(fmt::v8::detail::buffer<char>&, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<std::conditional<std::is_same<fmt::v8::type_identity<char>::type, char>::value, fmt::v8::appender, std::back_insert_iterator<fmt::v8::detail::buffer<fmt::v8::type_identity<char>::type> > >::type, fmt::v8::type_identity<char>::type> >, fmt::v8::detail::locale_ref) [491]
                0.00    0.00      28/32          fmt::v8::detail::vformat_to<char>(fmt::v8::detail::buffer<char>&, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<std::conditional<std::is_same<fmt::v8::type_identity<char>::type, char>::value, fmt::v8::appender, std::back_insert_iterator<fmt::v8::detail::buffer<fmt::v8::type_identity<char>::type> > >::type, fmt::v8::type_identity<char>::type> >, fmt::v8::detail::locale_ref)::format_handler::on_text(char const*, char const*) [219]
                0.00    0.00      22/193         fmt::v8::basic_string_view<char>::size() const [17]
                0.00    0.00      22/22          char const* fmt::v8::detail::parse_replacement_field<char, fmt::v8::detail::vformat_to<char>(fmt::v8::detail::buffer<char>&, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<std::conditional<std::is_same<fmt::v8::type_identity<char>::type, char>::value, fmt::v8::appender, std::back_insert_iterator<fmt::v8::detail::buffer<fmt::v8::type_identity<char>::type> > >::type, fmt::v8::type_identity<char>::type> >, fmt::v8::detail::locale_ref)::format_handler&>(char const*, char const*, fmt::v8::detail::vformat_to<char>(fmt::v8::detail::buffer<char>&, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<std::conditional<std::is_same<fmt::v8::type_identity<char>::type, char>::value, fmt::v8::appender, std::back_insert_iterator<fmt::v8::detail::buffer<fmt::v8::type_identity<char>::type> > >::type, fmt::v8::type_identity<char>::type> >, fmt::v8::detail::locale_ref)::format_handler&) [269]
                0.00    0.00      11/11          fmt::v8::appender::back_insert_iterator(fmt::v8::detail::buffer<char>&) [492]
                0.00    0.00      11/11          fmt::v8::detail::vformat_to<char>(fmt::v8::detail::buffer<char>&, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<std::conditional<std::is_same<fmt::v8::type_identity<char>::type, char>::value, fmt::v8::appender, std::back_insert_iterator<fmt::v8::detail::buffer<fmt::v8::type_identity<char>::type> > >::type, fmt::v8::type_identity<char>::type> >, fmt::v8::detail::locale_ref)::format_handler::format_handler(fmt::v8::appender, fmt::v8::basic_string_view<char>, fmt::v8::basic_format_args<fmt::v8::basic_format_context<fmt::v8::appender, char> >, fmt::v8::detail::locale_ref) [505]
                0.00    0.00      11/128         fmt::v8::basic_string_view<char>::data() const [31]
